DEVICE KERNEL DURATION [ns],NUM_TILES,INPUT_0_DATATYPE,INPUT_0_MEMORY,OUTPUT_0_MEMORY
1214,2,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
924,1,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21153,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5643,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
3134,8,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5690,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
1862,4,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
1260,2,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
3110,8,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
1220,2,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
932,1,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21149,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5649,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
3116,8,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5686,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
1852,4,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
1262,2,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
3110,8,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
1220,2,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
935,1,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21150,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5653,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
3110,8,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5705,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
1862,4,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
1265,2,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
3108,8,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
1208,2,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
930,1,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21136,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5645,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
3122,8,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5685,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
1852,4,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
1255,2,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
3116,8,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
1221,2,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
935,1,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21152,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5651,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
3126,8,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5704,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
1840,4,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
1263,2,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
3111,8,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
1197,2,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
946,1,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83264,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41927,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83392,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21327,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
11002,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41985,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
10969,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5823,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83272,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41920,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83302,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21257,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
10963,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41921,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
10903,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5798,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83257,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41935,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83299,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21266,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
10951,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41927,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
10903,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5768,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83270,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41932,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83298,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21263,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
10954,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41919,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
10909,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5783,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83265,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41927,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83309,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21258,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
10966,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41912,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
10905,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5775,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83264,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41924,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83308,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21257,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
10973,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41920,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
10905,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5787,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83279,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41921,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83311,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21260,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
10967,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41915,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
10909,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5780,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83266,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41935,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83314,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21248,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
10946,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41925,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
10908,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5778,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83267,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41927,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83304,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21244,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
10954,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41909,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
10901,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5782,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83277,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41926,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83311,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21259,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
10955,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41929,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
10918,32,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
5794,16,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83343,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
42021,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
42019,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21336,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83345,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
42006,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41959,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21301,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83362,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
42000,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41965,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21308,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83346,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
42018,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41963,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21300,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83363,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
42004,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41940,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21302,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83337,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
42001,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41957,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21303,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83346,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
42000,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41944,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21308,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83346,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
42014,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41956,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21310,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83350,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41994,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41956,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21305,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
83353,256,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
42008,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
41957,128,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
21306,64,BFLOAT16,L1_BLOCK_SHARDED,L1_BLOCK_SHARDED
749,1,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
751,1,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
767,1,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
756,1,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
737,1,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
753,1,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
755,1,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
757,1,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
755,1,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
759,1,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5481,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
1792,4,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5488,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
1722,4,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5483,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
1727,4,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5484,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
1727,4,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5483,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
1731,4,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5513,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
1721,4,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5485,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
1733,4,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5488,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
1734,4,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5486,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
1734,4,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5484,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
1722,4,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20602,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5565,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
3052,8,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20602,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5508,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
3045,8,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20594,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5517,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
3046,8,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20617,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5513,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
3046,8,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20599,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5527,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
3041,8,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20615,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5503,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
3044,8,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20602,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5506,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
3040,8,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20606,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5507,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
3040,8,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20606,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5520,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
3036,8,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20601,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
5506,16,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
3038,8,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
81111,256,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
40856,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
10760,32,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
81111,256,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
40838,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
10701,32,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
81115,256,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
40854,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
10676,32,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
81114,256,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
40857,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
10695,32,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
81115,256,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
40845,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
10691,32,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
81116,256,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
40841,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
10667,32,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
81110,256,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
40834,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
10698,32,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
81134,256,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
40837,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
10674,32,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
81111,256,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
40843,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
10690,32,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
81112,256,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
40847,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
10684,32,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
161809,512,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
41007,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20831,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
161797,512,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
40925,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20765,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
161810,512,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
40921,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20766,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
161816,512,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
40927,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20769,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
161811,512,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
40924,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20767,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
161810,512,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
40928,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20753,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
161798,512,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
40929,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20761,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
161808,512,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
40939,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20784,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
161807,512,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
40915,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20767,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
161808,512,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
40924,128,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
20776,64,BFLOAT8_B,L1_HEIGHT_SHARDED,L1_HEIGHT_SHARDED
749,1,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
750,1,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
748,1,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
753,1,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
756,1,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
746,1,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
754,1,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
758,1,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
750,1,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
756,1,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
5487,16,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
1787,4,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
5480,16,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
1722,4,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
5481,16,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
1725,4,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
5484,16,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
1736,4,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
5477,16,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
1727,4,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
5490,16,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
1749,4,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
5487,16,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
1737,4,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
5483,16,BFLOAT8_B,L1_WIDTH_SHARDED,L1_WIDTH_SHARDED
